sku,weight,product_online,meta_title,meta_keywords,meta_description,created_at,updated_at,country_of_manufacture,additional_attributes
EPSH9106-S,1,2,,,,"10/28/19, 11:52 AM","3/14/22, 10:19 AM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
EPSH8017-S,1,1,,,,"10/28/19, 11:55 AM","5/5/21, 4:49 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
EPSH190LA-S,1,1,,,,"10/28/19, 12:00 PM","5/5/21, 4:48 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
EPSH190LE-S,1,1,,,,"10/28/19, 12:01 PM","5/5/21, 4:47 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
FETK3434-UKM,60,1,"Millennium Maple Unik Oiled Hardwood Flooring | Maple Flooring, Oil Finished Wood Floors | Unique Wood Floors",,Buy Millennium Maple Unik Flooring for an oil finished wood floor in your home. Easy online ordering at Unique Wood Floors!,"11/27/19, 4:05 PM","7/2/22, 1:46 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=12.02,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1450 psi,length=Random to 7',manufacturer=Millennium,mico_carton_min=1,mico_carton_unit=12.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=FETK3434-UKM-S,sample_title_type=0,stain=White Driftwood Lye,structure=Solid-Engineered,texture=Scraped,thickness=3/4"",waste_percent=5.00,wear_layer=4 mm,width=5"",wood=Maple"
FETK3434-UKM-S,1,1,,,,"11/27/19, 5:03 PM","8/1/20, 10:47 AM",,"am_shipping_type=Wood Sample,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Glue Down,is_recurring=No,length=Random to 7',no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,structure=Solid-Engineered,texture=Scraped,waste_percent=5.00,width=5"",wood=Maple"
FSEP3402-GS358-0,70,2,Acacia Golden Sagebrush Plank Hardwood Flooring,,"Shop Acacia Golden Sagebrush Plank hardwood flooring from Unique Wood Floors. Easy Online Ordering!
","12/12/19, 11:08 AM","9/8/20, 1:28 PM",,"am_shipping_type=Solid Wood,color=Medium,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=24.42,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=2300 psi,length=Random to 4',manufacturer=True Acacia,mico_carton_min=1,mico_carton_unit=24.42,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,othernames=Asian Walnut, Shittim,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=FSEP3402-GS358-SAMPLE,sample_title_type=0,stain=Golden Sagebrush,structure=Solid,texture=Smooth,thickness=11/16"",waste_percent=10,width=3-5/8"",wood=Acacia Confusa"
FSEP3402-BZ358-O,70,1,Acacia Bronze Plank Hardwood Flooring | Unique Wood Floors,,"Shop Acacia Bronze Plank hardwood flooring from Unique Wood Floors. Easy Online Ordering!
","12/12/19, 11:21 AM","4/17/21, 12:29 PM",,"am_shipping_type=Solid Wood,color=Medium,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=24.96,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=2300 psi,length=Random to 4',manufacturer=True Acacia,mico_carton_min=1,mico_carton_unit=24.96,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,othernames=Asian Walnut,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=FSEP3402-BZ358-SAMPLE,sample_title_type=0,stain=Bronze,structure=Solid,texture=Smooth,thickness=11/16"",waste_percent=10,width=3-5/8"",wood=Acacia Confusa"
FSEP3402-HS5-O,75,2,Acacia Natural Hand Scraped Hardwood Flooring Closeout | Acacia Confusa Wood Floors | Elegance Plyquet Flooring,,"Shop Acacia Natural Hand Scraped hardwood flooring from Unique Wood Floors. Easy Online Ordering!
","12/12/19, 11:40 AM","7/9/20, 4:12 AM",,"am_shipping_type=Solid Wood,color=Light,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.06,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=2300 psi,length=Random to 4',manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=22.06,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,othernames=Asian Walnut,popularity_by_sells=1,sample_allowed=Yes,sample_sku=FSEP3402-HS5-SAMPLE,stain=Natural,structure=Solid,texture=Scraped,thickness=11/16"",waste_percent=10,width=5"",wood=Acacia Confusa"
FETK91681,48,1,Cicerone White Ale | Factory Finished Engineered Hardwood Floors | Elegance Plyquet,,,"12/30/19, 4:56 PM","7/9/22, 4:34 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.02,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Matte Lacquer,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Cicerone,mico_carton_min=1,mico_carton_unit=22.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=FETK91681-SAMPLE,sample_title_type=0,structure=Engineered Ply,texture=Wire Brushed,thickness=9/16,waste_percent=5,wear_layer=3.4 mm,width=6"",wood=White Oak"
FETK91681-SAMPLE,1,1,,,,"12/30/19, 5:37 PM","7/21/20, 2:42 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=6"""
SPC022018,75,1,Nature Red Oak Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"1/17/20, 12:27 PM","1/21/22, 4:15 PM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=28.84,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 48"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=28.84,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=SPC022018-S,sample_title_type=0,stain=Red Oak,structure=SPC,thickness=5 mm,waste_percent=7,wear_layer=0.3 mm / 12 mil,width=7"",wood=Luxury Vinyl"
SPC022018-S,1,1,,,,"1/17/20, 12:47 PM","5/5/21, 4:46 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
SPC031888,75,1,Nature Maple Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"1/17/20, 1:52 PM","7/11/22, 4:26 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=28.84,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 48"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=28.84,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=SPC031888-S,sample_title_type=0,stain=Maple,structure=SPC,thickness=5 mm,waste_percent=7,wear_layer=0.3 mm / 12 mil,width=7"",wood=Luxury Vinyl"
SPC031888-S,1,1,,,,"1/17/20, 1:58 PM","5/4/21, 3:20 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
WOCA565005US,,1,WOCA Diamond Oil Active | Floor Care | Unique Wood Floors,,,"2/17/20, 10:26 AM","2/18/20, 2:06 PM",,"am_shipping_type=Standard,coverage=Coverage 67sf/can,ebizmarts_mark_visited=No,finish=Oil Finish,floorcare_size=8.5oz,floorcare_type=Natural,is_recurring=No,type=Natural"
WOCA565505US,,1,WOCA Diamond Oil Active | Floor Care | Unique Wood Floors,,,"2/17/20, 10:29 AM","2/18/20, 2:06 PM",,"am_shipping_type=Standard,coverage=Coverage 67sf/can,ebizmarts_mark_visited=No,finish=Oil Finish,floorcare_size=8.5oz,floorcare_type=White,is_recurring=No,type=White"
WOCA551005A,,1,Woca Tannin Spot Neutralizer | Floor Care | Unique Wood Floors,,,"3/13/20, 11:13 AM","4/1/22, 3:53 PM",,"am_shipping_type=Standard,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,finish=Oil Finish,floorcare_size=8.5oz,is_recurring=No,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0"
VSQN,,1,,,,"3/16/20, 4:20 PM","3/16/20, 4:35 PM",,"am_shipping_type=Moldings,dimensions=94"",ebizmarts_mark_visited=No,wood=Luxury Vinyl"
VSQN-Hemlock,,1,,,,"3/16/20, 4:40 PM","3/16/20, 4:40 PM",,"am_shipping_type=Moldings,dimensions=94"",ebizmarts_mark_visited=No,lvt_visual=Hemlock,wood=Luxury Vinyl"
TKCL50277,40,1,Coastland Nordic Flooring | Factory Finished Engineered Hardwood Floors,,,"3/30/20, 1:03 PM","7/14/22, 2:01 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=29.6,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Matte Lacquer,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Coastland,mico_carton_min=1,mico_carton_unit=29.60,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=TKCL50277-S,sample_title_type=0,stain=Light Carbonized,structure=Engineered Ply,texture=Wire Brushed,thickness=5/8"",waste_percent=5,wear_layer=3 mm,width=10"",wood=White Oak"
TKCL50277-S,1,1,,,,"3/30/20, 1:22 PM","8/17/20, 10:04 AM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
SPC-M80190-011,75,1,Linen | Unique Wood Floors,,,"5/21/20, 2:35 PM","12/8/20, 10:57 AM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Drop Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=17.72,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 60"",mico_carton_min=1,mico_carton_unit=17.72,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_sku=ESPC022099-S,sample_title_type=0,stain=Linen EIR,structure=SPC,texture=Distressed/Aged,thickness=7 mm,waste_percent=5,wear_layer=0.5 mm / 20 mil,width=7.2"",wood=Luxury Vinyl"
sample-product,0.01,1,,,,"7/9/20, 2:47 AM","7/9/20, 2:47 AM",,sample_allowed=Yes
Brazilian Pecan Flush Vent,3,1,Brazilian Pecan Flush Vent,Brazilian Pecan Flush Vent,Brazilian Pecan Flush Vent ,"7/23/20, 12:47 PM","4/9/21, 3:21 PM",,"am_shipping_type=Moldings,dc_box_calculator_allow=0,dimensions=4"" x 12"",ebizmarts_mark_visited=No,is_recurring=Yes,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Brazilian Pecan,wood=Macchiato Pecan"
RDO-Maple,5,1,Maple Overlap Reducer | Unique Wood Floors,,,"7/24/20, 4:07 PM","7/27/20, 12:38 PM",,"am_shipping_type=Moldings,coverage=6.5 LF,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,wood=Maple"
RD-Maple,5,2,Maple Overlap Reducer | Unique Wood Floors,,,"7/24/20, 4:17 PM","7/24/20, 4:19 PM",,"am_shipping_type=Moldings,coverage=6.5 LF,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,wood=Maple"
EPSH1515D,,1,Monet Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"9/17/20, 3:03 PM","1/21/22, 4:15 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=26.77,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 60"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=26.77,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Enabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH1515D-S,sample_title_type=0,stain=Monet SPC,structure=SPC,thickness=5.5 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
EPSH1515D-S,1,1,,,,"9/17/20, 3:45 PM","9/17/20, 4:33 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=5.00,width=7"""
EPSH1515B,,1,Ashford Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"9/17/20, 4:26 PM","7/11/22, 4:41 PM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=26.77,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 60"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=26.77,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Enabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH1515B-S,sample_title_type=0,stain=Ashford SPC,structure=SPC,thickness=5.5 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
EPSH1515B-S,1,1,,,,"9/17/20, 4:33 PM","5/17/21, 4:26 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=5.00,width=7"""
FETK3434-WSK-B,60,1,"Millennium Whisky Brown Oiled Hardwood Flooring | Whitewashed Oak Flooring, Oil Finished Wood Floors | Unique Wood Floors",,"Buy Millennium Whisky Oak Flooring for a whitewashed, oil finished wood floor in your home. Easy online ordering at Unique Wood Floors!","9/26/20, 11:18 AM","7/21/22, 4:41 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=12.02,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Millennium,mico_carton_min=1,mico_carton_unit=12.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=European Oak, French Oak,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=Yes,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=FETK3434-WSK-B-S,sample_title_type=0,stain=White Wash,structure=Solid-Engineered,texture=Wire Brushed,thickness=3/4"",waste_percent=5.00,wear_layer=4 mm,width=5"",wood=White Oak"
FETK3434-WSK-B-S,1,1,,,,"9/26/20, 12:09 PM","9/26/20, 12:16 PM",,"am_shipping_type=Wood Sample,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=1280,length=Random to 6',no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,structure=Solid-Engineered,texture=Smooth,waste_percent=5.00,width=4-3/4"",wood=White Oak"
EPSH190LD,75,1,Lucca Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"9/30/20, 2:50 PM","9/21/22, 11:33 AM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=26.77,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 60"",mico_carton_min=1,mico_carton_unit=26.77,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH190LD-SAMPLE,sample_title_type=0,stain=Lucca ,structure=SPC,texture=Distressed/Aged,thickness=8.0 mm,waste_percent=5,wear_layer=0.5 mm / 20 mil,width=7.2"",wood=Luxury Vinyl"
